Real,Probabilidad,Prediccion
0,0.17832840180447315,0
1,0.057729647780642726,0
0,0.31053721867860956,0
0,0.22778738275585467,0
0,0.034520144163948864,0
0,0.27231979265956696,0
0,0.13311224815947187,0
0,0.1652548435635464,0
0,0.16858245959282137,0
0,0.1419904772088455,0
0,0.16460172226472913,0
0,0.12220099980854628,0
0,0.19634977110564353,0
1,0.13350813183872184,0
0,0.09095686223783317,0
0,0.287476441023839,0
0,0.09243609910754844,0
0,0.3141961176008031,0
0,0.27394563563575053,0
1,0.5601662248072542,1
0,0.08388706290319475,0
0,0.11910432269119102,0
1,0.40832921073571804,0
0,0.3207165605633762,0
0,0.08729159317213174,0
0,0.08495209459917204,0
1,0.059803716046723764,0
0,0.08043962650130393,0
0,0.147497223243218,0
0,0.09286009249205501,0
0,0.15204197376214815,0
0,0.05813965835351053,0
0,0.07469612766304813,0
0,0.07465213825365172,0
1,0.3460377291778753,0
0,0.099580659797858,0
0,0.12345322875122108,0
0,0.040665934017656766,0
0,0.13310025343547557,0
0,0.09286271917636107,0
1,0.26086754391308614,0
0,0.29434240983220833,0
0,0.03508034207987948,0
1,0.1956997886732009,0
0,0.08297160590351012,0
0,0.04586089128073561,0
0,0.11717413084362605,0
0,0.08626203236510792,0
1,0.18453015081168148,0
0,0.07554604328028756,0
0,0.10825102305196758,0
0,0.22465644496782886,0
0,0.10565139934665557,0
0,0.03174638981323011,0
1,0.06364834043021161,0
0,0.08252186254270828,0
0,0.043281253541934225,0
0,0.12517139484847176,0
0,0.06227635526621301,0
0,0.15782659447113945,0
0,0.03908624145396462,0
0,0.0659383974907346,0
0,0.19011392227043808,0
1,0.17788292275664794,0
0,0.10792159613965807,0
1,0.19857009630350816,0
0,0.09337044069932401,0
0,0.16761768190347817,0
0,0.11803851212057362,0
0,0.07455551693900704,0
0,0.0793613169725487,0
1,0.12383096280308589,0
0,0.11341191598279081,0
1,0.17254262284411892,0
0,0.20578365900598528,0
0,0.05796425333764327,0
1,0.13946397888449513,0
0,0.09199731074041553,0
0,0.2405017644373831,0
0,0.06872454520359288,0
0,0.07353660924630007,0
0,0.08890917392099935,0
1,0.10757885101856403,0
0,0.26849327576868337,0
0,0.1395343100561698,0
0,0.4593513401071389,0
1,0.1382129864265488,0
0,0.10555841235116742,0
0,0.10050277145088607,0
1,0.21219189685170606,0
0,0.06899045743675607,0
1,0.42070758191799296,0
0,0.3107349000278286,0
0,0.07531302084856224,0
0,0.17277963303037086,0
0,0.054404449962687715,0
0,0.028455766377809454,0
1,0.4761391574133184,0
0,0.28573755880480456,0
0,0.07441498036475415,0
1,0.8744874126727434,1
0,0.10518575415513537,0
0,0.2930402590796245,0
1,0.2910597267231962,0
0,0.189968847409077,0
1,0.159100868717688,0
0,0.42610091498140173,0
1,0.2634767227994957,0
1,0.16386565255972396,0
0,0.12995425697805565,0
0,0.1471439020059252,0
0,0.17843438072904663,0
1,0.5987123524606355,1
0,0.2182873425468374,0
0,0.06859161074400033,0
0,0.12001652656303553,0
0,0.1794804305997303,0
0,0.11531339783581895,0
0,0.05798850757072643,0
0,0.09329344379353285,0
0,0.054925058991108826,0
0,0.08809897852200343,0
0,0.13104869174370493,0
0,0.37616300318969703,0
0,0.1270482689881579,0
0,0.11872222239079755,0
0,0.05772828535330375,0
0,0.27178788684519795,0
0,0.06302814761735914,0
0,0.13325475652895954,0
0,0.10064242504799299,0
0,0.1867678414318044,0
0,0.10223400501347012,0
0,0.05613215487236859,0
0,0.23123626371789482,0
1,0.09919637855930834,0
0,0.04356726330945648,0
0,0.05934682791652157,0
0,0.3270759208656283,0
1,0.14266352239825048,0
0,0.11322851025243098,0
0,0.060914245401141376,0
0,0.060722593929750955,0
0,0.03148628936591031,0
1,0.1992834342955949,0
0,0.03400074621564398,0
0,0.04096500964744922,0
0,0.07231815350457853,0
1,0.16659732673283836,0
0,0.33593552108273994,0
0,0.07841994060579545,0
0,0.10265932685739419,0
0,0.04672501250116517,0
0,0.03471138843487928,0
0,0.2757998500419856,0
0,0.04407690959652549,0
0,0.15769239163897758,0
1,0.42720033171749294,0
0,0.08285830369964532,0
0,0.09229880442837365,0
0,0.11795532971861011,0
0,0.10167703805209154,0
0,0.1289280244766014,0
0,0.08138679489184916,0
0,0.03913707209766814,0
0,0.12221607676637318,0
