Variable,Coeficiente original,Coeficiente sin casos Cook,Cambio absoluto,Cambio porcentual absoluto,Cambio superior al 10 %
const,-0.6902784160265509,-1.5250724180433632,-0.8347940020168123,120.93584018201472,Sí
age,0.6091852011936792,1.129402487768976,0.5202172865752966,85.39558832945173,Sí
sysBP,0.3761331318197001,0.7482274185904528,0.37209428677075274,98.92621928054895,Sí
totChol,0.12528126367204745,0.13302891906192804,0.007747655389880592,6.184209164877092,No
glucose,0.16047494549319782,0.28947710422166933,0.1290021587284715,80.38772553061227,Sí
male,0.4837997756513415,1.0887530488006827,0.6049532731493412,125.04207393128495,Sí
currentSmoker,0.42686751802094935,0.4865980564970908,0.05973053847614146,13.992757929454372,Sí
